,latitude,longitude,depth,mag,id,country,day,month,year,timestamp
162797,32.434,-39.973,10.0,4.3,usp000g7zb,None,28,5,2008,1211985850020000000
162987,55.9055,-153.5083,20.0,6.0,ak0086prvtd2,None,25,5,2008,1211743104384000000
163158,4.822,93.038,22.0,4.4,usp000g7k4,None,23,5,2008,1211564783470000000
163277,32.582,105.402,10.0,3.7,usp000g7f4,China,22,5,2008,1211416340390000000
163376,50.708,178.56599999999997,5.8,3.7,usp000g7bd,None,20,5,2008,1211305493360000000
163442,-30.224,-177.665,57.2,5.1,usp000g78z,None,19,5,2008,1211225098890000000
164031,32.014,104.492,10.0,4.0,usp000g6mh,China,13,5,2008,1210713626660000000
164791,38.19,26.68,32.0,3.6,usp000g5ua,Turkey,8,5,2008,1210228320400000000
164820,18.974,145.184,523.1,3.9,usp000g5tb,None,7,5,2008,1210198046930000000
165446,-25.122,-179.91299999999998,500.2,4.2,usp000g54v,None,29,4,2008,1209498737470000000
165800,39.5297,-119.9332,2.9,4.1,nn00242164,United States,24,4,2008,1209077748953000000
166102,-7.85,125.685,3.6,5.6,usp000g4dv,Indonesia,20,4,2008,1208696480490000000
166116,-55.455,-28.109,35.0,4.5,usp000g4db,None,20,4,2008,1208675464420000000
166228,-27.528000000000002,-176.58,10.0,5.8,usp000g492,None,18,4,2008,1208553056880000000
166236,51.48,-179.03400000000002,10.0,4.2,usp000g48u,United States,18,4,2008,1208547105360000000
166819,-52.562,27.904,10.0,4.6,usp000g3q0,None,11,4,2008,1207944249730000000
166929,-33.181999999999995,-15.998,10.0,4.9,usp000g3k7,None,10,4,2008,1207849293960000000
166997,27.506,140.30200000000002,483.8,3.8,usp000g3gw,None,10,4,2008,1207786959330000000
167583,51.028,177.94099999999997,10.0,3.3,usp000g2vq,None,1,4,2008,1207043915250000000
167633,34.95,24.38,14.0,3.0,usp000g2tz,None,31,3,2008,1206986258200000000
167637,48.222,154.297,52.1,4.4,usp000g2tv,None,31,3,2008,1206982362810000000
167645,31.03,140.756,75.0,3.8,usp000g2tm,None,31,3,2008,1206977529250000000
168298,16.792,-100.265,9.3,3.5,usp000g23q,Mexico,23,3,2008,1206249837900000000
168309,-15.808,-177.562,400.0,3.2,usp000g23c,None,23,3,2008,1206242108670000000
168479,35.282,81.627,10.0,4.1,usp000g1xe,China,21,3,2008,1206064548170000000
168489,35.397,81.258,10.0,4.3,usp000g1x2,China,21,3,2008,1206060491770000000
168638,-30.436,-177.52200000000002,36.2,4.5,usp000g1re,None,18,3,2008,1205866755700000000
169004,40.621,29.011,11.2,4.3,usp000g1ba,Turkey,12,3,2008,1205348011000000000
169007,16.61,-94.62100000000001,105.4,4.1,usp000g1b7,Mexico,12,3,2008,1205345953200000000
169012,46.361999999999995,153.075,15.3,4.6,usp000g1b2,None,12,3,2008,1205341452730000000
169014,46.589,155.555,30.0,3.9,usp000g1b0,None,12,3,2008,1205341296990000000
169022,77.28,19.51,15.0,3.0,usp000g1aq,None,12,3,2008,1205327687400000000
169029,-16.489,167.183,10.0,6.3,usp000g1af,Vanuatu,12,3,2008,1205321815280000000
169514,59.8001,-153.1541,119.4,3.6,ak0082zsu0ib,United States,5,3,2008,1204741864194000000
169689,26.791999999999998,142.107,10.0,4.5,usp000g0m5,Japan,3,3,2008,1204565526250000000
169719,14.097000000000001,120.734,130.3,4.4,usp000g0k6,Philippines,3,3,2008,1204550912670000000
169729,46.185,153.091,10.0,4.8,usp000g0jt,None,3,3,2008,1204539918800000000
169796,29.421999999999997,81.918,10.0,4.4,usp000g0gh,Nepal,2,3,2008,1204467238140000000
169798,37.55,20.86,16.0,3.4,usp000g0ge,Greece,2,3,2008,1204462894400000000
169964,-23.56,-179.81799999999998,478.3,4.5,usp000g0ar,None,29,2,2008,1204319658340000000
170499,45.77,153.631,6.7,4.2,usp000fzsz,None,23,2,2008,1203792497860000000
170502,-36.086,-100.71600000000001,10.0,4.7,usp000fzsw,None,23,2,2008,1203791501420000000
171266,-34.048,-178.71900000000002,45.0,4.6,usp000fyyu,None,15,2,2008,1203067944050000000
171346,-0.888,-13.154000000000002,10.0,4.9,usp000fyve,None,14,2,2008,1202957538650000000
171732,54.8207,-156.4643,16.6,3.0,ak0081sjyzvv,None,8,2,2008,1202441887797000000
172643,-6.406000000000001,129.99200000000002,35.0,3.6,usp000fxcx,Indonesia,24,1,2008,1201211648680000000
173386,46.06100000000001,152.998,35.0,4.2,usp000fwk2,None,12,1,2008,1200157958550000000
174204,-20.148,-178.422,606.8,3.7,usp000grwn,Fiji,31,12,2008,1230705097890000000
174493,29.888,81.979,28.0,4.1,usp000grhd,Nepal,26,12,2008,1230291835390000000
174534,37.885999999999996,29.166999999999998,5.3,3.1,usp000grfu,Turkey,25,12,2008,1230239191580000000
174788,27.97,52.32,23.2,4.0,usp000gr53,Iran,21,12,2008,1229891971100000000
175002,24.859,121.925,10.0,4.3,usp000gqx5,Taiwan,19,12,2008,1229666207820000000
175109,-2.38,100.655,35.0,3.8,usp000gqt5,Indonesia,17,12,2008,1229537378870000000
175138,18.99,-66.236,45.5,3.2,usp000gqs5,,17,12,2008,1229487422730000000
175228,-59.898999999999994,-28.616999999999997,35.0,4.4,usp000gqnt,None,15,12,2008,1229358400320000000
175701,-4.666,-106.29,10.0,5.1,usp000gq3q,None,7,12,2008,1228640001840000000
175740,41.847,140.571,126.0,3.9,usp000gq21,Japan,6,12,2008,1228584088040000000
175856,38.556999999999995,143.093,10.0,4.1,usp000gpxp,None,4,12,2008,1228416122270000000
176226,-21.081999999999997,-179.25900000000001,629.5,4.4,usp000gpgd,None,26,11,2008,1227716713720000000
176230,46.041000000000004,154.251,14.5,4.3,usp000gpg7,None,26,11,2008,1227708240820000000
176548,30.18,138.731,416.5,3.4,usp000gp4v,None,21,11,2008,1227238730330000000
176674,44.152,11.963,9.2,3.0,usp000gp0j,Italy,18,11,2008,1227048603000000000
177008,46.55,152.945,35.0,3.7,usp000gnnp,None,14,11,2008,1226644310670000000
177019,-53.83,8.578,10.0,5.4,usp000gnna,None,14,11,2008,1226630634290000000
177021,-53.794,8.727,12.0,5.9,usp000gnn8,None,14,11,2008,1226628309900000000
177530,-29.65,-177.176,46.6,4.6,usp000gn1s,None,6,11,2008,1225937329130000000
177715,19.652,-66.337,40.7,3.3,usp000gmv8,,3,11,2008,1225724614240000000
177723,-20.939,-178.576,581.7,4.0,usp000gmv0,Fiji,3,11,2008,1225717844160000000
177724,-18.512,-174.81400000000002,96.4,4.4,usp000gmuz,None,3,11,2008,1225717390560000000
177727,27.666,127.042,169.9,3.9,usp000gmus,None,3,11,2008,1225711347070000000
177774,19.549,-66.41,25.2,3.2,usp000gmt2,,3,11,2008,1225681884550000000
177952,-6.984,129.498,114.6,4.5,usp000gmks,Indonesia,1,11,2008,1225535027410000000
178157,54.132,169.145,20.0,4.6,usp000gmbz,None,29,10,2008,1225313287750000000
178363,1.454,126.962,10.0,4.5,usp000gm4a,Indonesia,27,10,2008,1225086733010000000
178408,-3.6310000000000002,100.75,35.5,5.1,usp000gm2n,Indonesia,26,10,2008,1225016857490000000
178524,-22.596999999999998,172.78,35.0,4.8,usp000gkya,None,24,10,2008,1224866483060000000
178785,35.343,91.262,8.8,5.0,usp000gknu,China,20,10,2008,1224512792500000000
178811,-54.281000000000006,-133.05,10.0,5.1,usp000gkmz,None,20,10,2008,1224479593420000000
178832,37.067,-13.51,10.0,3.9,usp000gkm7,None,19,10,2008,1224459256500000000
178833,-3.557,139.999,63.2,5.0,usp000gkm6,Indonesia,19,10,2008,1224458954780000000
178844,5.229,94.318,74.7,4.0,usp000gkks,None,19,10,2008,1224443250360000000
178854,22.44,142.944,155.3,4.2,usp000gkkb,None,19,10,2008,1224427389180000000
179184,23.793000000000003,121.8,27.4,3.3,usp000gk7m,Taiwan,14,10,2008,1223956502760000000
179201,5.5,124.105,499.9,5.3,usp000gk70,None,14,10,2008,1223946265970000000
179225,-20.465,67.726,10.0,4.3,usp000gk67,None,13,10,2008,1223921509720000000
179541,19.332,146.239,138.3,4.1,usp000gjtw,None,10,10,2008,1223599818420000000
179650,79.785,-115.43700000000001,10.0,5.3,usp000gjpr,None,8,10,2008,1223452654940000000
179692,79.524,-114.78200000000001,10.0,4.9,usp000gjmv,None,7,10,2008,1223381592820000000
179695,-30.445999999999998,-176.75099999999998,35.0,4.5,usp000gjmr,None,7,10,2008,1223378373470000000
179701,-55.098,-130.08100000000002,10.0,4.9,usp000gjmg,None,7,10,2008,1223368122540000000
179823,-30.151999999999997,-176.84599999999998,35.0,4.4,usp000gjer,None,5,10,2008,1223238742400000000
179832,-30.430999999999997,-176.918,35.0,4.4,usp000gjee,None,5,10,2008,1223232288150000000
179890,60.0888,-152.5003,89.4,4.1,ak008cti61rd,United States,5,10,2008,1223185344415000000
179988,-27.052,-176.671,51.4,4.7,usp000gj8r,None,3,10,2008,1223067467140000000
180013,-7.422999999999999,130.614,133.1,4.0,usp000gj7w,Indonesia,3,10,2008,1223042998490000000
180038,7.561,-36.882,10.0,5.6,usp000gj74,None,3,10,2008,1223011824330000000
180062,-29.811999999999998,-177.83700000000002,46.2,4.5,usp000gj68,None,2,10,2008,1222983299530000000
180124,-21.111,-179.025,613.1,4.3,usp000gj3r,Fiji,1,10,2008,1222903639450000000
180128,-4.601,100.82600000000001,35.0,4.9,usp000gj3m,None,1,10,2008,1222897338730000000
180193,-30.009,-177.46599999999998,35.0,4.4,usp000gj1b,None,30,9,2008,1222792563700000000
180464,-42.206,173.796,23.5,5.1,usp000ghrj,New Zealand,26,9,2008,1222413783480000000
181815,-19.39,-177.61599999999999,496.5,4.9,usp000gg5v,None,1,9,2008,1220288711830000000
181821,-22.611,-174.81599999999997,39.0,4.4,usp000gg5n,None,1,9,2008,1220281907900000000
182088,12.651,144.05200000000002,10.0,4.2,usp000gfvr,None,28,8,2008,1219955846070000000
182416,19.493,-65.158,15.1,3.0,usp000gfg4,None,25,8,2008,1219662250850000000
182436,-33.094,-178.916,35.0,4.7,usp000gff9,None,25,8,2008,1219632326490000000
182579,8.133,59.065,10.0,4.5,usp000gf9x,None,23,8,2008,1219452417090000000
182668,-19.21,169.33599999999998,125.4,4.5,usp000gf6j,Vanuatu,21,8,2008,1219347490430000000
183027,5.711,61.333,10.0,5.2,usp000get0,None,16,8,2008,1218874821000000000
183124,8.076,-38.012,10.0,5.0,usp000gep4,None,14,8,2008,1218734180210000000
183149,45.846000000000004,154.642,10.0,4.3,usp000gen6,None,14,8,2008,1218707401540000000
183155,79.538,3.2489999999999997,10.0,4.6,usp000gemz,None,14,8,2008,1218698299700000000
183799,37.29,22.1,6.0,3.0,usp000gdz4,Greece,6,8,2008,1218028052800000000
183806,-55.117,-29.916999999999998,10.0,4.4,usp000gdyw,None,6,8,2008,1218022314720000000
183808,-22.212,-175.952,124.7,4.5,usp000gdys,None,6,8,2008,1218018772030000000
183935,19.926,-65.87899999999999,24.9,3.1,usp000gdu3,None,4,8,2008,1217846180060000000
184097,-6.903,129.464,127.9,4.1,usp000gdmh,Indonesia,1,8,2008,1217624858410000000
184391,-24.765,-176.13,58.2,5.3,usp000gda5,None,28,7,2008,1217216583550000000
184456,-23.403000000000002,-115.205,10.0,5.0,usp000gd7g,None,27,7,2008,1217121481030000000
184514,18.667,145.532,264.8,4.0,usp000gd5e,United States,26,7,2008,1217037019280000000
184536,29.961,-114.397,10.0,3.9,usp000gd4p,Mexico,25,7,2008,1217013340400000000
184868,71.899,-25.081999999999997,10.0,4.1,usp000gcrs,Greenland,21,7,2008,1216599875680000000
185067,46.545,153.131,35.0,4.0,usp000gch0,None,18,7,2008,1216391302640000000
185075,45.43600000000001,150.616,35.0,3.9,usp000gcgs,None,18,7,2008,1216387590020000000
185515,-30.881,179.93599999999998,463.5,4.3,usp000gc1n,None,13,7,2008,1215932759410000000
185550,43.09,-126.501,10.0,3.6,usp000gc0c,None,12,7,2008,1215900607190000000
185563,-31.2,-178.49599999999998,86.6,4.7,usp000gbzz,None,12,7,2008,1215887420610000000
185610,18.832,145.381,212.0,3.9,usp000gby5,None,12,7,2008,1215834315600000000
186405,-33.075,-16.007,10.0,5.0,usp000gb2n,None,1,7,2008,1214908689270000000
186424,36.79,-12.448,0.0,3.7,usp000gb1x,None,1,7,2008,1214888154380000000
186856,37.92,21.51,20.0,3.4,usp000gakr,Greece,26,6,2008,1214453483000000000
187132,19.237000000000002,145.458,185.5,4.5,usp000ga9h,None,22,6,2008,1214106619520000000
187216,25.772,127.993,28.6,4.4,usp000ga6p,None,20,6,2008,1214004098450000000
187644,-31.454,179.702,466.2,4.7,usp000g9ra,None,15,6,2008,1213551883400000000
187877,30.831,141.968,35.0,4.1,usp000g9g6,None,13,6,2008,1213379660350000000
187893,46.691,151.439,113.8,4.7,usp000g9fp,None,13,6,2008,1213363971740000000
188283,-30.362,-177.315,4.8,4.3,usp000g91d,None,9,6,2008,1213031087670000000
188350,-56.208,-26.18,35.0,4.6,usp000g8z3,None,9,6,2008,1212979895430000000
189132,-23.634,-67.723,111.5,5.2,usp000gxka,Chile,27,5,2009,1243466544450000000
189136,-5.909,-75.778,36.9,4.3,usp000gxk3,Peru,27,5,2009,1243425716650000000
189202,19.122,-65.361,18.6,3.1,usp000gxgf,None,25,5,2009,1243216945900000000
189232,-42.102,88.436,10.0,4.6,usp000gxff,None,24,5,2009,1243148699240000000
189500,-56.181999999999995,-27.232,139.6,4.6,usp000gx4k,South Georgia and the South Sandwich Islands,15,5,2009,1242367930630000000
189594,-30.054000000000002,-13.899000000000001,10.0,5.2,usp000gx0y,None,11,5,2009,1242052350370000000
189610,46.195,151.923,35.0,4.8,usp000gx0b,None,11,5,2009,1242004866370000000
189627,-24.586,-115.524,10.0,4.4,usp000gwzk,None,10,5,2009,1241932377010000000
189698,37.301,21.69,50.5,4.2,usp000gwwv,Greece,7,5,2009,1241710308620000000
189699,0.009000000000000001,126.024,10.0,4.6,usp000gwwu,Indonesia,7,5,2009,1241698867180000000
189702,-18.926,168.99,106.1,4.5,usp000gwwn,Vanuatu,7,5,2009,1241678887410000000
189714,-29.778000000000002,-177.6,66.9,4.8,usp000gwvz,None,6,5,2009,1241617542340000000
189744,-43.521,-16.12,10.0,5.0,usp000gwut,None,5,5,2009,1241491200360000000
190073,-52.981,-118.07600000000001,10.0,4.4,usp000gwen,None,21,4,2009,1240298688810000000
190076,-31.331999999999997,-177.718,46.4,5.1,usp000gwej,None,21,4,2009,1240293612560000000
190080,24.416,141.724,50.4,4.6,usp000gwee,None,21,4,2009,1240286920660000000
190194,-28.915,-177.445,65.3,5.8,usp000gwaa,None,18,4,2009,1240020232540000000
190288,46.316,151.842,42.5,4.6,usp000gw71,None,16,4,2009,1239858675660000000
190300,-6.484,154.151,10.0,5.8,usp000gw6j,None,16,4,2009,1239842600700000000
190310,-4.16,-104.71600000000001,10.0,5.2,usp000gw66,None,15,4,2009,1239804269960000000
190433,44.208999999999996,-129.231,10.0,3.8,usp000gw1h,None,11,4,2009,1239475105680000000
190434,-59.6,-26.274,68.2,5.2,usp000gw1f,None,11,4,2009,1239470076710000000
190693,-22.539,-174.755,35.0,5.0,usp000gvrj,None,4,4,2009,1238846377260000000
190694,-22.515,-174.65599999999998,35.0,5.5,usp000gvrh,None,4,4,2009,1238843232980000000
190700,-9.01,67.407,10.0,4.7,usp000gvr9,None,4,4,2009,1238833614850000000
190893,-31.073,-178.042,35.0,4.5,usp000gvgf,None,28,3,2009,1238224143280000000
191035,9.796,57.818999999999996,10.0,5.5,usp000gvb1,None,23,3,2009,1237782501760000000
191041,-47.515,99.96799999999999,10.0,5.1,usp000gvas,None,23,3,2009,1237767254200000000
191077,55.375,-35.054,10.0,4.6,usp000gv9g,None,21,3,2009,1237679729550000000
191280,-12.224,166.054,63.3,4.0,usp000gv22,None,16,3,2009,1237247963960000000
191404,10.963,91.781,10.0,4.2,usp000guxn,None,12,3,2009,1236875684270000000
191581,30.79,56.77,6.1,4.1,usp000guqn,Iran,7,3,2009,1236408427400000000
191656,-30.753,-13.497,10.0,5.1,usp000gumq,None,5,3,2009,1236216753290000000
191700,19.465999999999998,-66.295,39.7,3.5,usp000guk1,,3,3,2009,1236061552960000000
191864,32.955999999999996,142.641,10.0,3.9,usp000guct,None,25,2,2009,1235538722460000000
192372,-30.989,-177.805,35.0,4.9,usp000gtug,None,12,2,2009,1234469228280000000
192373,-31.232,-178.111,23.8,5.8,usp000gtuf,None,12,2,2009,1234464868180000000
192394,3.694,126.512,35.0,5.3,usp000gttt,Indonesia,12,2,2009,1234448178880000000
192620,-27.479,-176.34099999999998,21.3,4.8,usp000gtkh,None,9,2,2009,1234212564280000000
193054,-30.013,-177.842,51.3,5.0,usp000gt30,None,25,1,2009,1232874941210000000
193061,-28.116999999999997,-176.588,10.0,4.8,usp000gt2s,None,25,1,2009,1232846257160000000
193126,-5.142,68.512,10.0,4.8,usp000gt0d,None,23,1,2009,1232717786720000000
193269,-22.791999999999998,170.74,35.0,5.6,usp000gsuy,None,19,1,2009,1232404017440000000
193292,-38.794000000000004,-15.88,10.0,5.1,usp000gsu6,None,19,1,2009,1232356746930000000
193303,-22.566999999999997,170.739,35.0,4.4,usp000gstv,None,19,1,2009,1232342306110000000
193744,-11.04,66.723,10.0,4.5,usp000gsax,None,7,1,2009,1231330061470000000
193755,-32.321999999999996,-179.893,246.1,5.4,usp000gsaj,None,7,1,2009,1231317641860000000
193799,26.339000000000002,128.787,23.8,4.2,usp000gs8s,None,6,1,2009,1231225010470000000
194124,-59.395,-151.034,10.0,5.6,usp000h5j3,None,31,12,2009,1262251784900000000
194285,-55.571000000000005,-26.909000000000002,10.0,4.6,usp000h5bx,None,25,12,2009,1261758141880000000
194688,-22.15,170.963,45.0,6.4,usp000h4wh,None,9,12,2009,1260351963300000000
194930,-30.194000000000003,-177.674,24.4,5.0,usp000h4m5,None,30,11,2009,1259608330080000000
194948,5.345,126.25399999999999,35.0,5.7,usp000h4k9,Indonesia,29,11,2009,1259525349180000000
194952,-52.74100000000001,26.331999999999997,10.0,4.8,usp000h4k5,None,29,11,2009,1259504103370000000
195267,-46.06100000000001,34.93,10.0,4.9,usp000h46a,None,19,11,2009,1258589124530000000
195328,-26.891,-107.667,10.0,4.6,usp000h441,None,16,11,2009,1258401716180000000
195548,9.027000000000001,-83.883,28.9,4.7,usp000h3wa,None,9,11,2009,1257751875700000000
195897,-12.046,165.96200000000002,35.0,5.3,usp000h3fs,None,27,10,2009,1256652601000000000
195901,-56.093,-27.64,140.5,5.0,usp000h3fp,South Georgia and the South Sandwich Islands,27,10,2009,1256642837700000000
195946,-27.590999999999998,-177.173,35.0,4.2,usp000h3dy,None,26,10,2009,1256541387470000000
196096,83.96799999999999,112.57,10.0,4.5,usp000h38d,None,21,10,2009,1256168676850000000
196166,-15.437000000000001,-172.976,10.0,5.8,usp000h35r,None,19,10,2009,1255938098240000000
196173,-54.058,-132.321,10.0,4.5,usp000h35h,None,19,10,2009,1255930362470000000
196519,-12.960999999999999,166.19400000000002,38.5,4.4,usp000h2rh,None,11,10,2009,1255259608760000000
196819,-20.883000000000003,168.65099999999998,35.7,5.1,usp000h2eh,None,6,10,2009,1254821616990000000
196824,-4.533,-104.912,10.0,5.7,usp000h2ea,None,6,10,2009,1254794379290000000
196859,46.445,-27.35,10.0,4.8,usp000h2d3,None,5,10,2009,1254721881740000000
197196,-14.925999999999998,-172.205,10.0,4.2,usp000h20z,None,29,9,2009,1254260401610000000
197269,-22.51,171.15099999999998,66.4,4.7,usp000h1yq,None,29,9,2009,1254243832770000000
197298,39.92,23.745,7.4,4.0,usp000h1xh,Greece,28,9,2009,1254124014500000000
197460,60.8933,-147.1158,20.6,4.4,ak009c4s2sta,United States,21,9,2009,1253529686380000000
197474,46.056999999999995,152.091,58.5,4.8,usp000h1qq,None,20,9,2009,1253490102130000000
197477,51.91,178.157,134.6,3.2,usp000h1qm,United States,20,9,2009,1253481632060000000
197819,12.875,144.54,75.4,5.0,usp000h198,None,6,9,2009,1252228768440000000
197835,-11.539000000000001,118.27799999999999,35.0,4.2,usp000h18g,None,5,9,2009,1252136872210000000
198044,44.023999999999994,-128.38,10.0,5.0,usp000h10a,None,29,8,2009,1251541448000000000
198072,18.745,-64.657,139.0,3.2,usp000h0z6,None,28,8,2009,1251454118600000000
198431,54.573,168.395,14.8,4.7,usp000h0jq,Russia,18,8,2009,1250569979450000000
198440,1.847,127.413,92.4,5.3,usp000h0jb,Indonesia,18,8,2009,1250559070630000000
198538,-35.074,-179.483,35.0,5.0,usp000h0ex,None,16,8,2009,1250408601300000000
199117,13.095,-89.197,56.1,4.3,usp000gzs1,None,29,7,2009,1248840877700000000
199136,-20.021,66.545,10.0,4.4,usp000gzr9,None,28,7,2009,1248765425510000000
199154,-32.602,-179.02700000000002,10.0,4.5,usp000gzqj,None,27,7,2009,1248711898780000000
199287,-36.539,-179.416,35.0,4.7,usp000gzjn,None,23,7,2009,1248391609260000000
199715,-31.468000000000004,-179.019,127.1,4.2,usp000gz2u,None,9,7,2009,1247170394610000000
199777,56.983000000000004,-33.580999999999996,10.0,5.1,usp000gz0c,None,7,7,2009,1246953587100000000
200237,76.23,6.997999999999999,10.0,5.1,usp000gyfx,None,22,6,2009,1245697517200000000
200242,76.29899999999999,6.86,10.0,4.7,usp000gyfq,None,22,6,2009,1245684284430000000
200295,-31.193,-176.842,10.0,4.6,usp000gydj,None,20,6,2009,1245490626010000000
200520,-29.715,-175.99400000000003,60.0,4.3,usp000gy40,None,12,6,2009,1244787780920000000
200522,-49.75,-116.25,10.0,4.9,gcmtc200906120451a,None,12,6,2009,1244782280000000000
200523,-30.241,-178.455,154.6,4.7,usp000gy3y,New Zealand,12,6,2009,1244781526160000000
200768,-37.943000000000005,49.275,10.0,5.2,usp000gxtt,None,3,6,2009,1244003802670000000
201700,-6.386,129.944,130.6,4.3,usp000hcfu,Indonesia,8,5,2010,1273288377580000000
201711,44.369,-129.269,10.0,3.7,usp000hcfd,None,7,5,2010,1273259771430000000
