,latitude,longitude,depth,mag,id,country,day,month,year,timestamp
319819,-61.0415,-40.5804,10.0,4.6,us20007yz9,None,30,11,2016,1480550261890000000
319867,16.4979,148.3733,38.4,4.7,us10007gl2,None,29,11,2016,1480438849480000000
320217,-24.91,179.8007,495.1,5.0,us10007bfy,None,22,11,2016,1479830608730000000
320396,-44.2612,39.2326,10.0,5.2,us10007ayr,None,20,11,2016,1479664573970000000
320397,-44.0778,39.2978,10.0,4.2,us10007dqm,None,20,11,2016,1479664005440000000
320411,-44.2639,39.101,10.0,4.4,us10007dpa,None,20,11,2016,1479654357410000000
320624,-58.5818,-62.4604,10.0,4.6,us1000798k,None,17,11,2016,1479357734460000000
320812,-34.0837,-178.6864,35.0,4.4,us10007dgz,None,14,11,2016,1479125907290000000
320818,21.4769,-117.6677,10.0,4.9,us100077mz,None,14,11,2016,1479122184970000000
321048,-19.9438,-177.7951,482.79,4.5,us10007778,None,13,11,2016,1479009058890000000
321178,-34.2104,-178.8856,10.0,4.1,us100078sj,None,9,11,2016,1478735156790000000
321232,-50.6498,168.2931,10.0,4.2,us100078a6,None,8,11,2016,1478603854070000000
321238,-34.5685,-179.0831,35.0,4.2,us100078a1,None,8,11,2016,1478594203220000000
321361,-52.4266,15.9427,10.0,4.3,us100076vf,None,5,11,2016,1478366652710000000
321376,-30.7382,-178.5808,10.0,4.5,us100076w1,New Zealand,5,11,2016,1478332227100000000
321722,-10.2768,161.2355,67.87,4.5,us100073q2,Solomon Islands,28,10,2016,1477649707390000000
321752,-33.7657,-72.6211,14.62,4.3,us100072he,None,27,10,2016,1477606169680000000
321898,35.0958,57.3736,10.0,4.5,us20007gjd,Iran,25,10,2016,1477369634640000000
322143,51.5599,-175.7995,35.9,3.3,ak016dgl8cv0,None,19,10,2016,1476840550365000000
322168,53.3877,-166.8504,36.13,3.6,us20007g4t,United States,18,10,2016,1476779571070000000
322493,5.0852,126.9431,95.37,4.3,us20007f2u,Indonesia,11,10,2016,1476157313170000000
322514,18.8729,-64.6949,14.0,3.2,pr16284007,None,10,10,2016,1476115423400000000
322561,19.1252,145.3389,211.86,4.2,us20007e5a,None,9,10,2016,1476029573650000000
322609,-52.8523,12.5257,10.0,4.7,us20007cu7,None,8,10,2016,1475950552940000000
322809,20.6908,145.1558,62.79,4.5,us20007dpj,None,4,10,2016,1475540495940000000
322811,18.861,145.7717,192.85,3.9,us20007dp5,United States,3,10,2016,1475537384210000000
322870,19.038,-68.1825,52.0,3.1,pr16276007,None,2,10,2016,1475409618100000000
322874,-32.6025,-177.7902,10.0,4.5,us20007dms,None,2,10,2016,1475391265200000000
322956,18.3569,145.9864,153.37,4.4,us20007dj2,None,30,9,2016,1475257730030000000
323041,-21.8477,-179.426,587.94,4.6,us10006tls,None,28,9,2016,1475095021260000000
323302,57.2875,-33.568000000000005,10.0,4.7,us10006s97,None,24,9,2016,1474695557220000000
323404,34.4826,141.6924,10.0,4.8,us10006unu,None,23,9,2016,1474590368660000000
323555,-54.7969,-30.4339,14.37,4.6,us10006tvm,None,20,9,2016,1474358825320000000
323569,-30.9191,59.0374,10.0,5.4,us10006qye,None,20,9,2016,1474335099560000000
323649,-0.1974,-17.4772,10.0,4.7,us10006t99,None,18,9,2016,1474189231420000000
323776,0.7265,-28.0505,10.0,4.7,us10006q01,None,16,9,2016,1473991993520000000
323814,-6.3467,-76.7331,19.74,4.5,us10006pq2,Peru,15,9,2016,1473921742760000000
324102,-48.2957,31.6088,10.0,4.4,us10006nml,None,9,9,2016,1473404621390000000
324162,18.7891,145.668,194.92,4.4,us10006pq3,United States,8,9,2016,1473295975510000000
324285,31.1066,-41.3639,10.0,5.2,us10006knc,None,5,9,2016,1473105984140000000
324295,-44.6193,35.596,10.0,4.1,us10006n2y,None,5,9,2016,1473093191980000000
324315,-55.108000000000004,-32.0779,10.0,4.5,us10006n2r,None,5,9,2016,1473065954070000000
324406,-56.1728,-27.8047,123.05,4.4,us10006ms1,South Georgia and the South Sandwich Islands,4,9,2016,1472950468050000000
324446,31.4495,138.4886,326.69,5.0,us10006jxz,None,3,9,2016,1472905603460000000
324743,-25.3924,-178.6772,338.97,4.2,us10006rm5,None,31,8,2016,1472611914180000000
324876,-55.0528,-31.2269,10.0,4.6,us10006jck,None,28,8,2016,1472389312670000000
324884,-55.9821,-26.9109,35.0,4.5,us10006jch,None,28,8,2016,1472378875330000000
325022,-26.0335,70.7044,10.0,4.5,us20006vc8,None,25,8,2016,1472137632650000000
325134,36.9863,-104.9449,3.6,3.9,us10006g0b,United States,23,8,2016,1471971371540000000
325248,-55.2887,-31.5503,10.0,4.5,us20006twd,None,21,8,2016,1471745560700000000
325259,-29.1932,61.0301,10.0,4.5,us10006glg,None,20,8,2016,1471730693350000000
325272,-55.4219,-28.208000000000002,10.0,4.3,us10006gl3,None,20,8,2016,1471710370400000000
325283,-54.858999999999995,-31.346999999999998,12.81,4.1,us10006gks,None,20,8,2016,1471696164610000000
325359,22.1489,145.4438,35.0,4.4,us10006ggp,None,19,8,2016,1471620651600000000
325369,-55.1659,-31.4982,10.0,5.0,us10006f18,None,19,8,2016,1471614143280000000
325398,-55.18600000000001,-30.3874,10.0,4.3,us10006giy,None,19,8,2016,1471601581280000000
325410,-55.3645,-30.9883,10.0,4.7,us10006gie,None,19,8,2016,1471598612480000000
325413,-55.111000000000004,-30.9852,10.0,4.3,us10006gib,None,19,8,2016,1471598148910000000
325414,-55.0148,-31.4238,10.0,4.2,us10006gia,None,19,8,2016,1471597977140000000
325442,-54.9669,-31.2877,10.0,5.1,us10006ey3,None,19,8,2016,1471593293920000000
325478,-34.1215,-178.1604,10.0,4.6,us10006gd5,None,18,8,2016,1471546916370000000
325570,51.083999999999996,177.362,29.1,4.1,us10006ixb,None,17,8,2016,1471403752700000000
325764,-22.6173,172.72799999999998,10.0,4.9,us10006dka,None,13,8,2016,1471094456750000000
326216,-20.2611,-178.2997,553.62,4.4,us100069sl,Fiji,3,8,2016,1470238008360000000
326288,-58.7496,-25.5494,34.0,5.6,us100069ee,None,2,8,2016,1470123149320000000
326387,-55.9863,-27.124000000000002,43.71,4.2,us10006a53,None,31,7,2016,1469959749070000000
326411,18.5932,145.6474,208.38,4.9,us100068vz,United States,30,7,2016,1469917699740000000
326438,-16.7,-72.39,78.0,4.1,us20006utq,Peru,30,7,2016,1469886876000000000
326497,-4.3452,138.5095,136.33,4.7,us100068j0,Indonesia,29,7,2016,1469825164830000000
326535,-20.5914,-178.47799999999998,558.66,4.3,us100069ii,Fiji,28,7,2016,1469734521700000000
326661,32.4161,141.8303,10.0,4.7,us20006hhy,None,25,7,2016,1469465902320000000
326684,-22.6535,-179.2088,576.92,4.1,us100068bs,None,25,7,2016,1469424534180000000
326726,20.6767,121.3611,10.0,4.7,us20006h62,None,24,7,2016,1469324710010000000
326871,31.5379,142.6941,5.65,4.4,us20006g9f,None,20,7,2016,1469040817680000000
327361,-24.4039,-179.9976,514.66,4.4,us20006eyl,None,10,7,2016,1468155853790000000
327432,36.4749,-98.7459,6.356,4.2,us1000621p,United States,8,7,2016,1468016978000000000
327476,-28.9576,61.1755,10.0,4.7,us20006ekk,None,7,7,2016,1467934193660000000
327493,26.8457,140.3939,440.82,4.0,us100061l1,None,7,7,2016,1467896425960000000
327648,-22.6211,171.5972,42.74,4.8,us10005zud,None,4,7,2016,1467641744340000000
327825,-22.0959,-178.8514,551.44,4.4,us10006194,None,30,6,2016,1467296274970000000
327908,39.4745,73.34100000000001,13.59,5.5,us200067p3,Kyrgyzstan,28,6,2016,1467149884390000000
328046,39.5087,73.6454,10.0,4.3,us10005z54,Kyrgyzstan,26,6,2016,1466957358150000000
328287,-18.2479,-177.6249,640.53,4.2,us200067ia,None,22,6,2016,1466597707050000000
328357,27.176,141.7013,52.51,4.8,us200066jk,None,21,6,2016,1466484394930000000
328427,52.3092,-169.3731,34.78,4.2,us200065fm,None,20,6,2016,1466385938220000000
328517,35.5322,-97.1115,6.601,3.6,us200065as,United States,18,6,2016,1466285595000000000
328637,-21.7874,174.5749,10.0,4.5,us200065yr,Fiji,16,6,2016,1466035510940000000
328676,-30.9226,179.9436,416.76,4.0,us200065r3,None,15,6,2016,1465952486180000000
328778,-34.0919,-112.2504,10.0,4.4,us200065hv,None,13,6,2016,1465786872270000000
328949,-29.3225,60.9718,10.0,4.4,us200064ci,None,9,6,2016,1465509051150000000
329204,-23.7591,-179.8063,525.34,4.5,us2000632z,None,3,6,2016,1464996764610000000
330164,-24.4026,-179.7892,468.54,4.1,us10008wgu,None,14,5,2017,1494765076720000000
330334,-57.3115,-28.3313,10.0,4.9,us10008tb4,None,11,5,2017,1494517976950000000
330384,30.3237,137.477,479.4,4.0,us10008srq,None,10,5,2017,1494454282560000000
330595,51.4723,-178.3025,19.09,3.1,us10008uqm,United States,8,5,2017,1494283047230000000
330601,51.4585,-178.4372,10.0,3.8,us10008uqe,United States,8,5,2017,1494282026350000000
330798,-23.7578,-179.6375,483.04,4.4,us10008rw2,None,7,5,2017,1494172310770000000
330889,-60.827,-38.016,12.0,5.9,us10008pz3,None,6,5,2017,1494029769640000000
330966,18.1882,144.9735,277.79,4.0,us10008r6p,None,4,5,2017,1493916723330000000
330996,15.1004,-92.8113,85.66,3.9,us20009jii,Mexico,3,5,2017,1493855317450000000
331001,-23.2488,-179.4562,498.34,4.3,us10008qwq,None,3,5,2017,1493843341880000000
331054,51.0046,176.6715,10.0,3.7,us10008rcx,None,2,5,2017,1493767250960000000
331352,26.3434,142.0203,41.36,4.6,us10008ltv,None,28,4,2017,1493413269590000000
331396,-30.1609,-178.3377,62.91,4.3,us10008p7z,New Zealand,28,4,2017,1493358143000000000
331475,21.3859,-106.2961,10.0,4.2,us10008l0l,Mexico,26,4,2017,1493210879630000000
331487,-35.4221,178.9369,227.12,4.4,us10008nas,None,26,4,2017,1493181739630000000
331676,9.2736,87.0302,17.14,4.1,us10008n6r,None,22,4,2017,1492886712860000000
331695,-35.0488,179.9046,86.91,4.6,us10008jq5,None,22,4,2017,1492827617980000000
331757,-5.4356,151.8012,53.82,4.4,us10008n4u,Papua New Guinea,20,4,2017,1492706161020000000
331960,-14.2657,170.4278,639.0,4.3,us10008i2e,None,16,4,2017,1492322372780000000
332009,32.0216,141.8561,10.0,4.4,us10008htu,None,15,4,2017,1492239846730000000
332303,-39.5843,46.3018,10.0,4.5,us10008h9l,None,8,4,2017,1491667492040000000
332500,-55.6164,-30.0013,19.22,5.6,us10008eak,None,4,4,2017,1491313998980000000
332838,4.8682,126.8312,69.73,4.7,us20008v7j,Indonesia,28,3,2017,1490684863930000000
333171,-36.1115,-100.4632,10.0,4.7,us20008va1,None,20,3,2017,1489994679510000000
333249,-55.2493,-31.261999999999997,10.0,4.6,us20008uc6,None,18,3,2017,1489833663130000000
333320,-35.4243,-179.5836,35.0,5.0,us20008sj2,None,16,3,2017,1489693052570000000
333605,52.0541,178.3978,119.43,5.2,us100087v3,United States,9,3,2017,1489026378420000000
333646,-57.6385,-23.7348,10.0,4.4,us20008sh0,None,8,3,2017,1488934925000000000
333712,-56.6896,-27.3012,120.84,4.2,us100088xl,South Georgia and the South Sandwich Islands,6,3,2017,1488808109430000000
333821,30.779,141.8316,28.31,4.5,us100086ub,None,3,3,2017,1488563218260000000
334151,-20.3069,-178.8388,542.68,4.2,us100086st,Fiji,24,2,2017,1487953142200000000
334192,-22.4079,-178.4302,396.76,5.1,us20008ltr,None,23,2,2017,1487869398120000000
334231,-29.6613,-176.9783,20.22,4.5,us100086j7,None,22,2,2017,1487797126870000000
334248,4.7669,127.5889,64.63,5.1,us20008lcx,None,22,2,2017,1487741504390000000
334461,-22.2069,-179.0269,521.03,4.1,us20008m5u,None,16,2,2017,1487255895670000000
334692,-24.7153,179.7931,468.46,4.5,us20008let,None,10,2,2017,1486749074930000000
334734,-11.7622,117.6019,10.0,4.3,us20008l5f,None,9,2,2017,1486662471960000000
334861,-8.9865,-108.2803,10.0,4.5,us20008ki0,None,6,2,2017,1486376184940000000
334998,-28.951,-179.3474,411.43,4.2,us20008k7c,None,2,2,2017,1486058484390000000
335039,-22.4275,-10.7766,10.0,4.6,us20008jyv,None,1,2,2017,1485967609440000000
335241,-31.8781,-176.7925,10.0,4.3,us20008iy2,None,28,1,2017,1485563449860000000
335257,59.4907,-30.4297,10.0,4.5,us20008iw3,None,27,1,2017,1485542967800000000
335300,18.1457,145.5137,242.52,4.3,us20008iqj,None,26,1,2017,1485455631090000000
335418,-54.983000000000004,-31.3857,12.94,4.7,us20008igk,None,24,1,2017,1485225719250000000
335654,48.0418,148.5263,369.91,4.3,us10007u1q,None,19,1,2017,1484798554520000000
335711,-23.3628,-179.4494,537.49,4.6,us20008fvn,None,17,1,2017,1484670687560000000
336000,-18.4223,-177.5453,572.04,4.2,us10007vpm,None,11,1,2017,1484094402150000000
336279,52.1209,178.1455,129.9,3.4,us10007ugn,United States,4,1,2017,1483532226690000000
336443,-37.1568,52.3287,10.0,5.0,us10007ub2,None,2,1,2017,1483316329220000000
336542,76.9542,18.4585,11.99,4.5,us1000byjd,None,31,12,2017,1514735422510000000
336608,-53.0423,-117.9735,10.0,4.9,us2000ciya,None,29,12,2017,1514583380410000000
336697,-24.6798,-179.9484,474.93,4.3,us2000ciat,None,27,12,2017,1514403829990000000
336911,-59.7053,-151.1596,10.0,4.7,us1000c156,None,22,12,2017,1513921935220000000
337165,-59.6197,-150.6322,10.0,5.0,us2000c565,None,16,12,2017,1513400758550000000
337720,52.7094,159.5567,56.44,4.7,us1000bkaz,None,2,12,2017,1512227501290000000
338418,-20.7784,-69.1131,109.93,4.7,us2000bqxy,Chile,18,11,2017,1510999287450000000
338601,-27.6649,-71.6085,8.07,4.1,us2000bnnp,None,15,11,2017,1510712758530000000
338661,-23.7638,179.3221,542.96,4.4,us2000bsym,None,13,11,2017,1510604563780000000
338670,60.56100000000001,-142.656,19.1,4.3,ak017ekiw14d,United States,13,11,2017,1510588837572000000
339140,31.4446,141.2768,44.04,4.8,us2000bia2,None,4,11,2017,1509770736610000000
339824,21.3206,142.9564,265.95,4.1,us1000axiy,None,19,10,2017,1508447293280000000
339917,-24.3276,-175.1847,23.91,4.5,us1000awlk,None,17,10,2017,1508236228170000000
339943,-24.2717,-175.2082,10.0,4.6,us1000awax,None,16,10,2017,1508181076720000000
340322,-30.5155,-177.7134,10.0,4.3,us1000arkr,None,7,10,2017,1507384292360000000
340327,-33.3447,-178.363,35.0,4.4,us1000arkn,None,7,10,2017,1507372809940000000
340528,-24.2835,-115.682,10.0,4.9,us2000axj4,None,1,10,2017,1506877281030000000
340699,28.8118,140.5184,10.54,4.7,us2000avm6,None,27,9,2017,1506548857770000000
341602,60.1444,-147.1197,17.1,3.1,ak017bo9bm3z,United States,11,9,2017,1505130323357000000
342513,-8.6538,159.4544,96.9,4.2,us2000adin,Solomon Islands,28,8,2017,1503903168650000000
342611,-19.7996,-177.8967,576.57,4.6,us2000ac11,None,26,8,2017,1503736437520000000
342619,-32.9297,-179.2046,58.73,4.9,us2000abyq,None,26,8,2017,1503707947840000000
342896,47.4854,150.9594,173.0,4.2,us2000aazv,None,18,8,2017,1503054751800000000
343010,47.493,-92.5474,0.0,3.0,us1000awsh,United States,15,8,2017,1502817191360000000
343483,-5.8255,-12.5731,10.0,5.0,us2000a4z6,None,5,8,2017,1501891458190000000
343989,21.0125,146.3169,10.0,4.1,us2000a1t8,None,23,7,2017,1500822797050000000
344002,-24.4569,-179.6142,552.85,4.1,us2000a1st,None,23,7,2017,1500804687430000000
344014,-13.1325,66.6446,10.0,4.6,us2000a1s7,None,23,7,2017,1500776819390000000
344540,-26.9681,-176.1686,10.0,4.7,us20009wcp,None,14,7,2017,1500014928450000000
344750,43.6247,-105.2254,0.0,3.5,us100098f1,United States,9,7,2017,1499631797810000000
344902,18.7723,145.6822,205.65,4.3,us100097az,United States,6,7,2017,1499350534430000000
345100,-15.1252,-173.114,35.0,4.5,us100097wj,None,2,7,2017,1498987957400000000
345516,-5.13,151.4626,152.54,4.3,us10009567,Papua New Guinea,22,6,2017,1498138365410000000
345538,53.9408,170.7199,10.0,3.7,us1000955s,None,22,6,2017,1498091335810000000
345709,-24.0927,179.6041,511.0,6.1,us20009nc2,None,17,6,2017,1497738362010000000
345718,-56.1983,147.5059,10.0,4.1,us20009p32,None,17,6,2017,1497729290840000000
345763,60.1958,-153.2988,147.1,3.0,ak0177ojjupj,United States,16,6,2017,1497649835438000000
345809,22.6369,120.3474,23.12,3.9,us20009nv8,Taiwan,15,6,2017,1497562158420000000
346237,-57.552,-66.4253,10.0,4.9,us20009krn,None,5,6,2017,1496665893060000000
346417,-9.1778,153.5483,10.0,4.8,us1000eh1a,Papua New Guinea,1,6,2018,1527885174000000000
346844,33.9885,89.2958,10.0,4.2,us1000eb7m,China,24,5,2018,1527170126250000000
346899,-0.6457,137.4034,10.0,4.7,us1000eahw,None,23,5,2018,1527071171490000000
347046,-20.551,-178.1515,525.31,4.3,us1000eb3q,None,20,5,2018,1526836382600000000
347083,-12.8377,45.6371,10.0,4.9,us1000e8q7,None,19,5,2018,1526763601220000000
347328,60.4779,-28.885,10.0,4.6,us1000e5bk,None,15,5,2018,1526373178480000000
347482,-30.4665,-178.0217,57.39,5.0,us1000e3t0,None,12,5,2018,1526157170000000000
347852,55.2895,-159.5226,27.98,3.2,us1000e1i9,United States,6,5,2018,1525569051890000000
347868,35.9577,88.8918,10.0,4.1,us1000dyyt,China,5,5,2018,1525550191930000000
348582,12.1171,-88.2121,10.0,4.6,us1000dqc6,None,22,4,2018,1524417954820000000
348613,-52.9322,19.9664,10.0,4.5,us1000dsma,None,21,4,2018,1524352875580000000
348740,-55.4832,-28.299,10.0,4.7,us1000dnfr,None,19,4,2018,1524107499310000000
348927,-34.786,-179.3848,10.0,4.3,us1000dp9k,None,15,4,2018,1523767254160000000
348988,25.5686,142.6862,51.13,4.5,us1000dnm1,None,13,4,2018,1523653053840000000
349199,56.2425,-148.4857,23.5,3.0,us2000e012,None,10,4,2018,1523324006220000000
349719,-24.1017,-179.4788,497.71,4.5,us1000dbuy,None,31,3,2018,1522494038640000000
349758,-6.6252,130.1082,168.53,4.4,us1000dblv,Indonesia,30,3,2018,1522440363150000000
349949,-7.1896,130.1254,83.22,4.7,us1000d9r1,Indonesia,27,3,2018,1522176699730000000
349961,-37.9459,77.6726,10.0,4.6,us1000de8g,France,27,3,2018,1522150051590000000
350497,56.4623,-148.6581,21.2,3.3,us1000d8ph,None,16,3,2018,1521188415290000000
350513,-17.0087,-71.2801,81.66,4.3,us1000d51v,Peru,16,3,2018,1521162036280000000
350767,61.3699,-147.1985,6.0,3.0,ak01837vgnja,United States,11,3,2018,1520750753345000000
350953,37.3166,71.8858,206.36,4.4,usa001ad3d,Tajikistan,8,3,2018,1520481616070000000
351630,-6.3467,143.3051,10.0,4.1,us2000dd4w,Papua New Guinea,26,2,2018,1519683707740000000
351770,-5.6973,142.8653,10.0,4.2,us2000dcxh,Papua New Guinea,25,2,2018,1519589061460000000
351844,-55.6186,-25.5151,10.0,4.3,us2000dcyl,None,25,2,2018,1519519102540000000
351984,85.0399,85.0192,10.0,4.7,us2000d6br,None,22,2,2018,1519297864790000000
352174,18.6461,145.2305,174.01,4.2,us2000d9n6,None,19,2,2018,1519039932950000000
353017,56.3289,-148.8436,20.2,3.1,us2000d5ps,None,7,2,2018,1518000024920000000
353155,56.5036,-148.916,10.0,3.0,us2000d28r,None,5,2,2018,1517844024590000000
353354,-9.2513,25.9228,10.0,4.1,us2000d220,Democratic Republic of the Congo,3,2,2018,1517625145230000000
353789,-20.7165,-178.4356,512.02,4.5,us2000cqqk,None,28,1,2018,1517172305760000000
353800,-17.7398,-178.7696,540.77,4.3,us2000cqpl,Fiji,28,1,2018,1517158361770000000
354221,-31.0857,-178.9328,10.0,4.5,us1000chka,None,25,1,2018,1516897062930000000
354967,5.6337,-32.8788,10.0,5.0,us2000cmni,None,22,1,2018,1516649998120000000
355253,63.1672,-172.2185,22.1,3.2,ak018qjb6ke,None,16,1,2018,1516078550063000000
355994,-15.9143,-73.2966,84.94,4.1,us2000j5mj,Peru,31,12,2018,1546242358670000000
356123,43.8894,-105.1741,0.0,3.0,us2000j4hq,United States,28,12,2018,1546030847450000000
356183,-56.5838,-24.7542,10.0,5.1,us2000iy2r,None,27,12,2018,1545913581340000000
356676,27.0646,141.1018,108.25,4.5,us2000j0ar,None,19,12,2018,1545236773340000000
356808,-23.3711,-179.2602,560.53,4.2,us2000ivwu,None,16,12,2018,1544983741480000000
356945,-55.383,-29.2639,10.0,4.1,us2000iv26,None,13,12,2018,1544723743570000000
357310,82.1446,-7.6669,10.0,4.2,us1000i3v7,None,6,12,2018,1544138671110000000
358305,-56.4753,-25.0894,10.0,4.7,us1000hxxs,None,23,11,2018,1543009734290000000
358326,-56.3023,-26.9882,76.0,5.6,us1000hvn9,None,23,11,2018,1542970318580000000
358399,-58.1821,-26.5684,161.35,4.7,us1000hxfm,None,21,11,2018,1542803571460000000
358525,21.5181,94.3974,77.05,4.9,us1000htsq,Myanmar,19,11,2018,1542600474030000000
358672,-10.5598,163.2755,10.0,4.6,us1000hvr7,None,16,11,2018,1542356071560000000
359899,18.9902,145.7184,175.75,4.4,us2000i4ls,United States,25,10,2018,1540431969110000000
360106,-30.4522,-179.6038,375.15,4.4,us1000hf3y,None,20,10,2018,1540077846660000000
360249,-26.6286,67.2872,10.0,4.6,us1000hg3u,None,18,10,2018,1539847741800000000
360298,-43.628,-16.0848,10.0,4.5,us1000hg1x,None,17,10,2018,1539759615220000000
360928,-15.9882,-71.8717,114.88,4.4,us1000hanc,Peru,5,10,2018,1538749968560000000
361559,-24.7682,-175.3257,10.0,4.6,us1000h5r4,None,26,9,2018,1537934917810000000
361761,19.1108,-67.1135,7.0,3.06,pr2018265000,,22,9,2018,1537575357930000000
361773,-25.9941,-177.4873,10.0,4.8,us2000hib7,None,21,9,2018,1537546024990000000
361832,18.1225,-68.4461,105.0,3.31,pr2018263004,Dominican Republic,20,9,2018,1537448715870000000
361853,11.1577,56.7069,10.0,4.6,us2000hheh,None,20,9,2018,1537416602540000000
362043,-33.7557,-178.9002,10.0,4.6,us2000hic6,None,16,9,2018,1537086841960000000
362551,-18.3117,-178.3586,561.54,4.2,us2000hgnh,Fiji,8,9,2018,1536371849570000000
362709,-20.6721,-178.5331,547.74,4.7,us2000hgjb,Fiji,5,9,2018,1536178874560000000
363610,-8.8799,67.6346,10.0,4.7,us2000h5gb,None,21,8,2018,1534842474680000000
363777,-18.0092,-178.7269,598.77,4.5,us1000giry,Fiji,19,8,2018,1534714087520000000
364110,23.6965,143.4467,10.0,4.5,us1000gg33,None,17,8,2018,1534508635220000000
364253,36.779,71.4046,91.43,4.1,us1000g9kl,Afghanistan,15,8,2018,1534327545560000000
364280,56.0961,-149.2256,22.22,3.3,us2000h6q6,None,14,8,2018,1534282485780000000
364335,-58.1339,-25.2725,25.0,6.1,us1000g8kf,None,14,8,2018,1534217392100000000
364355,69.4554,-144.2286,6.8,3.1,ak018ach9uzp,United States,13,8,2018,1534200190130000000
365057,-14.3514,170.1746,616.18,4.7,us1000g3dv,None,4,8,2018,1533377841050000000
365165,-34.8657,-178.7843,57.07,5.4,us1000g1u6,None,2,8,2018,1533214887770000000
365181,-50.6731,-117.0459,10.0,4.6,us1000g4uq,None,2,8,2018,1533198959690000000
365382,-56.8541,-140.8851,10.0,4.6,us1000g2me,None,31,7,2018,1533004485040000000
365795,19.3911667,-155.27082819999998,-0.38,3.13,hv70478307,United States,26,7,2018,1532594039100000000
367034,-31.5952,58.2084,10.0,4.5,us2000g7fr,None,11,7,2018,1531282061090000000
367187,-31.6901,58.2112,10.0,5.1,us2000g0ze,None,10,7,2018,1531212254740000000
367227,18.1398,145.466,251.49,4.7,us2000g0r0,None,9,7,2018,1531172479590000000
367288,19.406499899999996,-155.27667240000002,0.64,3.16,hv70385761,United States,9,7,2018,1531114548340000000
367787,36.3051,141.1952,43.76,4.4,us2000g18p,None,3,7,2018,1530624837290000000
367954,30.3108,97.0786,10.0,4.5,us2000fyc6,China,2,7,2018,1530501883280000000
367972,19.417333300000003,-155.2775,0.83,3.87,hv70350631,United States,2,7,2018,1530491482850000000
368617,18.756,145.5327,170.77,4.2,us2000fref,United States,26,6,2018,1529989996500000000
368992,19.4148333,-155.2795,0.67,3.22,hv70304601,United States,22,6,2018,1529679244620000000
369136,-9.1598,-78.8378,67.06,4.6,us1000ewsc,Peru,20,6,2018,1529524069110000000
369257,-56.1357,-27.6536,106.26,4.8,us1000eyqq,South Georgia and the South Sandwich Islands,19,6,2018,1529380664980000000
369805,-15.9834,-73.4609,61.65,4.6,us1000en4f,Peru,11,6,2018,1528693473540000000
369972,19.401166699999997,-155.2823333,0.84,3.78,hv70246377,United States,8,6,2018,1528425995310000000
370394,21.5431,143.1733,296.82,4.1,us70003wti,None,1,6,2019,1559366346102000000
370708,-22.5165,-179.5636,579.42,4.3,us70003trg,None,24,5,2019,1558683883268000000
370724,-2.5649,-12.2083,10.0,5.1,us60003r8l,None,23,5,2019,1558627001272000000
371024,-3.0202,130.2034,10.0,4.3,us70003m3q,Indonesia,16,5,2019,1558026246558000000
371306,55.5926,-149.0168,11.4,3.3,aacse0195zbtjsm,None,10,5,2019,1557518900192000000
371432,-20.272000000000002,-66.5762,239.17,4.4,us70003hw2,Bolivia,7,5,2019,1557234277161000000
371611,-24.2675,-115.9506,10.0,5.0,us70003g4y,None,3,5,2019,1556866527428000000
372196,-24.1986,-179.7347,523.37,4.4,us70003e3b,None,20,4,2019,1555759435948000000
373130,7.5591,94.1522,10.0,4.5,us700033p0,None,1,4,2019,1554080055012000000
373338,38.3785,90.9962,10.0,4.8,us2000k65a,China,27,3,2019,1553722593690000000
373454,-31.7451,-177.377,10.0,4.8,us2000k96t,None,25,3,2019,1553556196521000000
373458,-23.4612,179.3337,554.9,4.4,us2000k96r,None,25,3,2019,1553540975511000000
373477,47.6912,-27.3795,10.0,4.5,us2000k96c,None,25,3,2019,1553502244497000000
373573,-31.8853,-177.5404,10.0,4.9,us2000k774,None,23,3,2019,1553327109369000000
373628,-22.7396,-68.6176,109.47,4.5,us1000jjuv,Chile,21,3,2019,1553187472794000000
373652,-18.1616,-178.2973,611.84,4.3,us1000jjmj,Fiji,21,3,2019,1553146844352000000
373705,47.9383,155.0081,10.0,4.3,us2000k6mu,None,20,3,2019,1553057046782000000
373732,-31.9654,-178.18,10.0,4.8,us1000jihm,None,19,3,2019,1552998744655000000
373888,44.651,146.422,181.67,4.3,us1000jgy3,Russia,16,3,2019,1552712096190000000
374019,-17.8672,-178.1412,533.85,4.4,us1000jk79,Fiji,13,3,2019,1552451291186000000
374310,-32.4703,-178.3733,18.71,5.7,us1000jbxf,None,7,3,2019,1551976149060000000
374361,-32.0587,-178.4282,10.0,4.5,us1000jgc8,None,6,3,2019,1551904696615000000
374517,-30.5788,-178.0205,35.0,5.4,us1000ja3d,None,3,3,2019,1551609080818000000
374605,56.3612,-148.5815,10.0,3.6,us1000j948,None,1,3,2019,1551411638394000000
374808,-57.6116,157.6568,10.0,5.4,us2000jmax,None,24,2,2019,1550988031635000000
374836,-24.0573,-175.9184,10.0,4.6,us1000jaw9,None,23,2,2019,1550940038840000000
375185,19.3835,-64.8163,66.0,3.23,pr2019047007,None,16,2,2019,1550292058520000000
375569,-58.8273,-25.0238,10.0,4.7,us2000jnfd,None,8,2,2019,1549654959930000000
375665,-6.968,156.4378,165.28,4.4,us2000jnc8,Solomon Islands,7,2,2019,1549525595540000000
375806,28.6843,139.6991,455.99,4.3,us2000jd90,None,4,2,2019,1549303699180000000
